uniform_250,uniform_350,gaus_250,gaus_350,timestep
NaN,NaN,NaN,NaN,13874
NaN,NaN,NaN,NaN,13875
NaN,NaN,NaN,NaN,13876
NaN,NaN,NaN,NaN,13877
NaN,NaN,NaN,NaN,13878
NaN,NaN,NaN,NaN,13879
NaN,NaN,NaN,NaN,13880
NaN,NaN,NaN,NaN,13881
NaN,NaN,NaN,NaN,13882
NaN,NaN,NaN,NaN,13883
NaN,NaN,NaN,NaN,13884
NaN,NaN,NaN,NaN,13885
NaN,NaN,NaN,NaN,13886
NaN,NaN,NaN,NaN,13887
NaN,NaN,NaN,NaN,13888
NaN,NaN,NaN,NaN,13889
NaN,NaN,NaN,NaN,13890
NaN,NaN,NaN,NaN,13891
NaN,NaN,NaN,NaN,13892
NaN,NaN,NaN,NaN,13893
NaN,NaN,NaN,NaN,13894
NaN,NaN,NaN,NaN,13895
NaN,NaN,NaN,NaN,13896
NaN,NaN,NaN,NaN,13897
NaN,NaN,NaN,NaN,13898
NaN,NaN,NaN,NaN,13899
NaN,NaN,NaN,NaN,13900
NaN,NaN,NaN,NaN,13901
NaN,NaN,NaN,NaN,13902
NaN,NaN,NaN,NaN,13903
NaN,NaN,NaN,NaN,13904
NaN,NaN,NaN,NaN,13905
NaN,NaN,NaN,NaN,13906
NaN,NaN,NaN,NaN,13907
NaN,NaN,NaN,NaN,13908
NaN,NaN,NaN,NaN,13909
NaN,NaN,NaN,NaN,13910
NaN,NaN,NaN,NaN,13911
NaN,NaN,NaN,NaN,13912
NaN,NaN,NaN,NaN,13913
NaN,NaN,NaN,NaN,13914
NaN,NaN,NaN,NaN,13915
NaN,NaN,NaN,NaN,13916
NaN,NaN,NaN,NaN,13917
NaN,NaN,NaN,NaN,13918
NaN,NaN,NaN,NaN,13919
NaN,NaN,NaN,NaN,13920
NaN,NaN,NaN,NaN,13921
NaN,NaN,NaN,NaN,13922
NaN,NaN,NaN,NaN,13923
NaN,NaN,NaN,NaN,13924
NaN,NaN,NaN,NaN,13925
NaN,NaN,NaN,NaN,13926
NaN,NaN,NaN,NaN,13927
NaN,NaN,NaN,NaN,13928
NaN,NaN,NaN,NaN,13929
NaN,NaN,NaN,NaN,13930
NaN,NaN,NaN,NaN,13931
NaN,NaN,NaN,NaN,13932
NaN,NaN,NaN,NaN,13933
NaN,NaN,NaN,NaN,13934
NaN,NaN,NaN,NaN,13935
NaN,NaN,NaN,NaN,13936
NaN,NaN,NaN,NaN,13937
NaN,NaN,NaN,NaN,13938
NaN,NaN,NaN,NaN,13939
NaN,NaN,NaN,NaN,13940
NaN,NaN,NaN,NaN,13941
NaN,NaN,NaN,NaN,13942
NaN,NaN,NaN,NaN,13943
NaN,NaN,NaN,NaN,13944
NaN,NaN,NaN,NaN,13945
NaN,NaN,NaN,NaN,13946
NaN,NaN,NaN,NaN,13947
NaN,NaN,NaN,NaN,13948
NaN,NaN,NaN,NaN,13949
NaN,NaN,NaN,NaN,13950
NaN,NaN,NaN,NaN,13951
NaN,NaN,NaN,NaN,13952
NaN,NaN,NaN,NaN,13953
NaN,NaN,NaN,NaN,13954
NaN,NaN,NaN,NaN,13955
NaN,NaN,NaN,NaN,13956
NaN,NaN,NaN,NaN,13957
NaN,NaN,NaN,NaN,13958
NaN,NaN,NaN,NaN,13959
NaN,NaN,NaN,NaN,13960
NaN,NaN,NaN,NaN,13961
NaN,NaN,NaN,NaN,13962
NaN,NaN,NaN,NaN,13963
NaN,NaN,NaN,NaN,13964
NaN,NaN,NaN,NaN,13965
NaN,NaN,NaN,NaN,13966
NaN,NaN,NaN,NaN,13967
NaN,NaN,NaN,NaN,13968
NaN,NaN,NaN,NaN,13969
NaN,NaN,NaN,NaN,13970
NaN,NaN,NaN,NaN,13971
NaN,NaN,NaN,NaN,13972
NaN,NaN,NaN,NaN,13973
NaN,NaN,NaN,NaN,13974
NaN,NaN,NaN,NaN,13975
NaN,NaN,NaN,NaN,13976
NaN,NaN,NaN,NaN,13977
NaN,NaN,NaN,NaN,13978
NaN,NaN,NaN,NaN,13979
NaN,NaN,NaN,NaN,13980
NaN,NaN,NaN,NaN,13981
NaN,NaN,NaN,NaN,13982
NaN,NaN,NaN,NaN,13983
NaN,NaN,NaN,NaN,13984
NaN,NaN,NaN,NaN,13985
NaN,NaN,NaN,NaN,13986
NaN,NaN,NaN,NaN,13987
NaN,NaN,NaN,NaN,13988
NaN,NaN,NaN,NaN,13989
NaN,NaN,NaN,NaN,13990
NaN,NaN,NaN,NaN,13991
NaN,NaN,NaN,NaN,13992
NaN,NaN,NaN,NaN,13993
NaN,NaN,NaN,NaN,13994
NaN,NaN,NaN,NaN,13995
NaN,NaN,NaN,NaN,13996
NaN,NaN,NaN,NaN,13997
NaN,NaN,NaN,NaN,13998
NaN,NaN,NaN,NaN,13999
NaN,NaN,NaN,NaN,14000
NaN,NaN,NaN,NaN,14001
NaN,NaN,NaN,NaN,14002
NaN,NaN,NaN,NaN,14003
NaN,NaN,NaN,NaN,14004
NaN,NaN,NaN,NaN,14005
NaN,NaN,NaN,NaN,14006
NaN,NaN,NaN,NaN,14007
NaN,NaN,NaN,NaN,14008
NaN,NaN,NaN,NaN,14009
NaN,NaN,NaN,NaN,14010
NaN,NaN,NaN,NaN,14011
NaN,NaN,NaN,NaN,14012
NaN,NaN,NaN,NaN,14013
NaN,NaN,NaN,NaN,14014
NaN,NaN,NaN,NaN,14015
NaN,NaN,NaN,NaN,14016
NaN,NaN,NaN,NaN,14017
NaN,NaN,NaN,NaN,14018
NaN,NaN,NaN,NaN,14019
NaN,NaN,NaN,NaN,14020
NaN,NaN,NaN,NaN,14021
NaN,NaN,NaN,NaN,14022
NaN,NaN,NaN,NaN,14023
NaN,NaN,NaN,NaN,14024
NaN,NaN,NaN,NaN,14025
NaN,NaN,NaN,NaN,14026
NaN,NaN,NaN,NaN,14027
NaN,NaN,NaN,NaN,14028
NaN,NaN,NaN,NaN,14029
NaN,NaN,NaN,NaN,14030
NaN,NaN,NaN,NaN,14031
NaN,NaN,NaN,NaN,14032
NaN,NaN,NaN,NaN,14033
NaN,NaN,NaN,NaN,14034
NaN,NaN,NaN,NaN,14035
NaN,NaN,NaN,NaN,14036
NaN,NaN,NaN,NaN,14037
NaN,NaN,NaN,NaN,14038
NaN,NaN,NaN,NaN,14039
NaN,NaN,NaN,NaN,14040
NaN,NaN,NaN,NaN,14041
NaN,NaN,NaN,NaN,14042
NaN,NaN,NaN,NaN,14043
NaN,NaN,NaN,NaN,14044
NaN,NaN,NaN,NaN,14045
NaN,NaN,NaN,NaN,14046
NaN,NaN,NaN,NaN,14047
NaN,NaN,NaN,NaN,14048
NaN,NaN,NaN,NaN,14049
NaN,NaN,NaN,NaN,14050
NaN,NaN,NaN,NaN,14051
NaN,NaN,NaN,NaN,14052
NaN,NaN,NaN,NaN,14053
NaN,NaN,NaN,NaN,14054
NaN,NaN,NaN,NaN,14055
NaN,NaN,NaN,NaN,14056
NaN,NaN,NaN,NaN,14057
NaN,NaN,NaN,NaN,14058
NaN,NaN,NaN,NaN,14059
NaN,NaN,NaN,NaN,14060
NaN,NaN,NaN,NaN,14061
NaN,NaN,NaN,NaN,14062
NaN,NaN,NaN,NaN,14063
NaN,NaN,NaN,NaN,14064
NaN,NaN,NaN,NaN,14065
NaN,NaN,NaN,NaN,14066
NaN,NaN,NaN,NaN,14067
NaN,NaN,NaN,NaN,14068
NaN,NaN,NaN,NaN,14069
NaN,NaN,NaN,NaN,14070
NaN,NaN,NaN,NaN,14071
NaN,NaN,NaN,NaN,14072
NaN,NaN,NaN,NaN,14073
NaN,NaN,NaN,NaN,14074
NaN,NaN,NaN,NaN,14075
NaN,NaN,NaN,NaN,14076
NaN,NaN,NaN,NaN,14077
NaN,NaN,NaN,NaN,14078
NaN,NaN,NaN,NaN,14079
NaN,NaN,NaN,NaN,14080
NaN,NaN,NaN,NaN,14081
NaN,NaN,NaN,NaN,14082
NaN,NaN,NaN,NaN,14083
NaN,NaN,NaN,NaN,14084
NaN,NaN,NaN,NaN,14085
NaN,NaN,NaN,NaN,14086
NaN,NaN,NaN,NaN,14087
NaN,NaN,NaN,NaN,14088
NaN,NaN,NaN,NaN,14089
NaN,NaN,NaN,NaN,14090
NaN,NaN,NaN,NaN,14091
NaN,NaN,NaN,NaN,14092
NaN,NaN,NaN,NaN,14093
NaN,NaN,NaN,NaN,14094
NaN,NaN,NaN,NaN,14095
NaN,NaN,NaN,NaN,14096
NaN,NaN,NaN,NaN,14097
NaN,NaN,NaN,NaN,14098
NaN,NaN,NaN,NaN,14099
NaN,NaN,NaN,NaN,14100
NaN,NaN,NaN,NaN,14101
NaN,NaN,NaN,NaN,14102
NaN,NaN,NaN,NaN,14103
NaN,NaN,NaN,NaN,14104
NaN,NaN,NaN,NaN,14105
NaN,NaN,NaN,NaN,14106
NaN,NaN,NaN,NaN,14107
NaN,NaN,NaN,NaN,14108
NaN,NaN,NaN,NaN,14109
NaN,NaN,NaN,NaN,14110
NaN,NaN,NaN,NaN,14111
NaN,NaN,NaN,NaN,14112
NaN,NaN,NaN,NaN,14113
NaN,NaN,NaN,NaN,14114
NaN,NaN,NaN,NaN,14115
NaN,NaN,NaN,NaN,14116
NaN,NaN,NaN,NaN,14117
NaN,NaN,NaN,NaN,14118
NaN,NaN,NaN,NaN,14119
NaN,NaN,NaN,NaN,14120
NaN,NaN,NaN,NaN,14121
NaN,NaN,NaN,NaN,14122
NaN,NaN,NaN,NaN,14123
NaN,NaN,NaN,NaN,14124
NaN,NaN,NaN,NaN,14125
NaN,NaN,NaN,NaN,14126
NaN,NaN,NaN,NaN,14127
NaN,NaN,NaN,NaN,14128
NaN,NaN,NaN,NaN,14129
NaN,NaN,NaN,NaN,14130
NaN,NaN,NaN,NaN,14131
NaN,NaN,NaN,NaN,14132
NaN,NaN,NaN,NaN,14133
NaN,NaN,NaN,NaN,14134
NaN,NaN,NaN,NaN,14135
NaN,NaN,NaN,NaN,14136
NaN,NaN,NaN,NaN,14137
NaN,NaN,NaN,NaN,14138
NaN,NaN,NaN,NaN,14139
NaN,NaN,NaN,NaN,14140
NaN,NaN,NaN,NaN,14141
NaN,NaN,NaN,NaN,14142
NaN,NaN,NaN,NaN,14143
NaN,NaN,NaN,NaN,14144
NaN,NaN,NaN,NaN,14145
NaN,NaN,NaN,NaN,14146
NaN,NaN,NaN,NaN,14147
NaN,NaN,NaN,NaN,14148
NaN,NaN,NaN,NaN,14149
NaN,NaN,NaN,NaN,14150
NaN,NaN,NaN,NaN,14151
NaN,NaN,NaN,NaN,14152
NaN,NaN,NaN,NaN,14153
NaN,NaN,NaN,NaN,14154
NaN,NaN,NaN,NaN,14155
NaN,NaN,NaN,NaN,14156
NaN,NaN,NaN,NaN,14157
NaN,NaN,NaN,NaN,14158
NaN,NaN,NaN,NaN,14159
NaN,NaN,NaN,NaN,14160
NaN,NaN,NaN,NaN,14161
NaN,NaN,NaN,NaN,14162
NaN,NaN,NaN,NaN,14163
NaN,NaN,NaN,NaN,14164
NaN,NaN,NaN,NaN,14165
NaN,NaN,NaN,NaN,14166
NaN,NaN,NaN,NaN,14167
NaN,NaN,NaN,NaN,14168
NaN,NaN,NaN,NaN,14169
NaN,NaN,NaN,NaN,14170
NaN,NaN,NaN,NaN,14171
NaN,NaN,NaN,NaN,14172
NaN,NaN,NaN,NaN,14173
NaN,NaN,NaN,NaN,14174
NaN,NaN,NaN,NaN,14175
NaN,NaN,NaN,NaN,14176
NaN,NaN,NaN,NaN,14177
NaN,NaN,NaN,NaN,14178
NaN,NaN,NaN,NaN,14179
NaN,NaN,NaN,NaN,14180
NaN,NaN,NaN,NaN,14181
NaN,NaN,NaN,NaN,14182
NaN,NaN,NaN,NaN,14183
NaN,NaN,NaN,NaN,14184
NaN,NaN,NaN,NaN,14185
NaN,NaN,NaN,NaN,14186
NaN,NaN,NaN,NaN,14187
NaN,NaN,NaN,NaN,14188
NaN,NaN,NaN,NaN,14189
NaN,NaN,NaN,NaN,14190
NaN,NaN,NaN,NaN,14191
NaN,NaN,NaN,NaN,14192
NaN,NaN,NaN,NaN,14193
NaN,NaN,NaN,NaN,14194
NaN,NaN,NaN,NaN,14195
NaN,NaN,NaN,NaN,14196
NaN,NaN,NaN,NaN,14197
NaN,NaN,NaN,NaN,14198
NaN,NaN,NaN,NaN,14199
NaN,NaN,NaN,NaN,14200
NaN,NaN,NaN,NaN,14201
NaN,NaN,NaN,NaN,14202
NaN,NaN,NaN,NaN,14203
NaN,NaN,NaN,NaN,14204
NaN,NaN,NaN,NaN,14205
NaN,NaN,NaN,NaN,14206
NaN,NaN,NaN,NaN,14207
NaN,NaN,NaN,NaN,14208
NaN,NaN,NaN,NaN,14209
NaN,NaN,NaN,NaN,14210
NaN,NaN,NaN,NaN,14211
NaN,NaN,NaN,NaN,14212
NaN,NaN,NaN,NaN,14213
NaN,NaN,NaN,NaN,14214
NaN,NaN,NaN,NaN,14215
NaN,NaN,NaN,NaN,14216
NaN,NaN,NaN,NaN,14217
NaN,NaN,NaN,NaN,14218
NaN,NaN,NaN,NaN,14219
NaN,NaN,NaN,NaN,14220
NaN,NaN,NaN,NaN,14221
NaN,NaN,NaN,NaN,14222
NaN,NaN,NaN,NaN,14223
NaN,NaN,NaN,NaN,14224
NaN,NaN,NaN,NaN,14225
NaN,NaN,NaN,NaN,14226
NaN,NaN,NaN,NaN,14227
NaN,NaN,NaN,NaN,14228
NaN,NaN,NaN,NaN,14229
NaN,NaN,NaN,NaN,14230
NaN,NaN,NaN,NaN,14231
NaN,NaN,NaN,NaN,14232
NaN,NaN,NaN,NaN,14233
NaN,NaN,NaN,NaN,14234
NaN,NaN,NaN,NaN,14235
NaN,NaN,NaN,NaN,14236
NaN,NaN,NaN,NaN,14237
NaN,NaN,NaN,NaN,14238
NaN,NaN,NaN,NaN,14239
NaN,NaN,NaN,NaN,14240
NaN,NaN,NaN,NaN,14241
NaN,NaN,NaN,NaN,14242
NaN,NaN,NaN,NaN,14243
NaN,NaN,NaN,NaN,14244
NaN,NaN,NaN,NaN,14245
NaN,NaN,NaN,NaN,14246
NaN,NaN,NaN,NaN,14247
NaN,NaN,NaN,NaN,14248
NaN,NaN,NaN,NaN,14249
NaN,NaN,NaN,NaN,14250
NaN,NaN,NaN,NaN,14251
NaN,NaN,NaN,NaN,14252
NaN,NaN,NaN,NaN,14253
NaN,NaN,NaN,NaN,14254
NaN,NaN,NaN,NaN,14255
NaN,NaN,NaN,NaN,14256
NaN,NaN,NaN,NaN,14257
NaN,NaN,NaN,NaN,14258
NaN,NaN,NaN,NaN,14259
NaN,NaN,NaN,NaN,14260
NaN,NaN,NaN,NaN,14261
NaN,NaN,NaN,NaN,14262
NaN,NaN,NaN,NaN,14263
NaN,NaN,NaN,NaN,14264
NaN,NaN,NaN,NaN,14265
NaN,NaN,NaN,NaN,14266
NaN,NaN,NaN,NaN,14267
NaN,NaN,NaN,NaN,14268
NaN,NaN,NaN,NaN,14269
NaN,NaN,NaN,NaN,14270
NaN,NaN,NaN,NaN,14271
NaN,NaN,NaN,NaN,14272
NaN,NaN,NaN,NaN,14273
NaN,NaN,NaN,NaN,14274
NaN,NaN,NaN,NaN,14275
NaN,NaN,NaN,NaN,14276
NaN,NaN,NaN,NaN,14277
NaN,NaN,NaN,NaN,14278
NaN,NaN,NaN,NaN,14279
NaN,NaN,NaN,NaN,14280
NaN,NaN,NaN,NaN,14281
NaN,NaN,NaN,NaN,14282
NaN,NaN,NaN,NaN,14283
NaN,NaN,NaN,NaN,14284
NaN,NaN,NaN,NaN,14285
NaN,NaN,NaN,NaN,14286
NaN,NaN,NaN,NaN,14287
NaN,NaN,NaN,NaN,14288
NaN,NaN,NaN,NaN,14289
NaN,NaN,NaN,NaN,14290
NaN,NaN,NaN,NaN,14291
NaN,NaN,NaN,NaN,14292
NaN,NaN,NaN,NaN,14293
NaN,NaN,NaN,NaN,14294
NaN,NaN,NaN,NaN,14295
NaN,NaN,NaN,NaN,14296
NaN,NaN,NaN,NaN,14297
NaN,NaN,NaN,NaN,14298
NaN,NaN,NaN,NaN,14299
NaN,NaN,NaN,NaN,14300
NaN,NaN,NaN,NaN,14301
NaN,NaN,NaN,NaN,14302
NaN,NaN,NaN,NaN,14303
NaN,NaN,NaN,NaN,14304
NaN,NaN,NaN,NaN,14305
NaN,NaN,NaN,NaN,14306
NaN,NaN,NaN,NaN,14307
NaN,NaN,NaN,NaN,14308
NaN,NaN,NaN,NaN,14309
NaN,NaN,NaN,NaN,14310
NaN,NaN,NaN,NaN,14311
NaN,NaN,NaN,NaN,14312
NaN,NaN,NaN,NaN,14313
NaN,NaN,NaN,NaN,14314
NaN,NaN,NaN,NaN,14315
NaN,NaN,NaN,NaN,14316
NaN,NaN,NaN,NaN,14317
NaN,NaN,NaN,NaN,14318
NaN,NaN,NaN,NaN,14319
NaN,NaN,NaN,NaN,14320
NaN,NaN,NaN,NaN,14321
NaN,NaN,NaN,NaN,14322
NaN,NaN,NaN,NaN,14323
NaN,NaN,NaN,NaN,14324
NaN,NaN,NaN,NaN,14325
NaN,NaN,NaN,NaN,14326
NaN,NaN,NaN,NaN,14327
NaN,NaN,NaN,NaN,14328
NaN,NaN,NaN,NaN,14329
NaN,NaN,NaN,NaN,14330
NaN,NaN,NaN,NaN,14331
NaN,NaN,NaN,NaN,14332
NaN,NaN,NaN,NaN,14333
NaN,NaN,NaN,NaN,14334
NaN,NaN,NaN,NaN,14335
NaN,NaN,NaN,NaN,14336
NaN,NaN,NaN,NaN,14337
NaN,NaN,NaN,NaN,14338
NaN,NaN,NaN,NaN,14339
NaN,NaN,NaN,NaN,14340
NaN,NaN,NaN,NaN,14341
NaN,NaN,NaN,NaN,14342
NaN,NaN,NaN,NaN,14343
NaN,NaN,NaN,NaN,14344
NaN,NaN,NaN,NaN,14345
NaN,NaN,NaN,NaN,14346
NaN,NaN,NaN,NaN,14347
NaN,NaN,NaN,NaN,14348
NaN,NaN,NaN,NaN,14349
NaN,NaN,NaN,NaN,14350
NaN,NaN,NaN,NaN,14351
NaN,NaN,NaN,NaN,14352
NaN,NaN,NaN,NaN,14353
NaN,NaN,NaN,NaN,14354
NaN,NaN,NaN,NaN,14355
NaN,NaN,NaN,NaN,14356
NaN,NaN,NaN,NaN,14357
NaN,NaN,NaN,NaN,14358
NaN,NaN,NaN,NaN,14359
NaN,NaN,NaN,NaN,14360
NaN,NaN,NaN,NaN,14361
NaN,NaN,NaN,NaN,14362
NaN,NaN,NaN,NaN,14363
NaN,NaN,NaN,NaN,14364
NaN,NaN,NaN,NaN,14365
NaN,NaN,NaN,NaN,14366
NaN,NaN,NaN,NaN,14367
NaN,NaN,NaN,NaN,14368
NaN,NaN,NaN,NaN,14369
NaN,NaN,NaN,NaN,14370
NaN,NaN,NaN,NaN,14371
NaN,NaN,NaN,NaN,14372
NaN,NaN,NaN,NaN,14373
NaN,NaN,NaN,NaN,14374
NaN,NaN,NaN,NaN,14375
NaN,NaN,NaN,NaN,14376
NaN,NaN,NaN,NaN,14377
NaN,NaN,NaN,NaN,14378
NaN,NaN,NaN,NaN,14379
NaN,NaN,NaN,NaN,14380
NaN,NaN,NaN,NaN,14381
NaN,NaN,NaN,NaN,14382
NaN,NaN,NaN,NaN,14383
NaN,NaN,NaN,NaN,14384
NaN,NaN,NaN,NaN,14385
NaN,NaN,NaN,NaN,14386
NaN,NaN,NaN,NaN,14387
NaN,NaN,NaN,NaN,14388
NaN,NaN,NaN,NaN,14389
NaN,NaN,NaN,NaN,14390
NaN,NaN,NaN,NaN,14391
NaN,NaN,NaN,NaN,14392
NaN,NaN,NaN,NaN,14393
NaN,NaN,NaN,NaN,14394
NaN,NaN,NaN,NaN,14395
NaN,NaN,NaN,NaN,14396
NaN,NaN,NaN,NaN,14397
NaN,NaN,NaN,NaN,14398
NaN,NaN,NaN,NaN,14399
NaN,NaN,NaN,NaN,14400
NaN,NaN,NaN,NaN,14401
NaN,NaN,NaN,NaN,14402
NaN,NaN,NaN,NaN,14403
NaN,NaN,NaN,NaN,14404
NaN,NaN,NaN,NaN,14405
NaN,NaN,NaN,NaN,14406
NaN,NaN,NaN,NaN,14407
NaN,NaN,NaN,NaN,14408
NaN,NaN,NaN,NaN,14409
NaN,NaN,NaN,NaN,14410
NaN,NaN,NaN,NaN,14411
NaN,NaN,NaN,NaN,14412
NaN,NaN,NaN,NaN,14413
NaN,NaN,NaN,NaN,14414
NaN,NaN,NaN,NaN,14415
NaN,NaN,NaN,NaN,14416
NaN,NaN,NaN,NaN,14417
NaN,NaN,NaN,NaN,14418
NaN,NaN,NaN,NaN,14419
NaN,NaN,NaN,NaN,14420
NaN,NaN,NaN,NaN,14421
NaN,NaN,NaN,NaN,14422
NaN,NaN,NaN,NaN,14423
NaN,NaN,NaN,NaN,14424
NaN,NaN,NaN,NaN,14425
NaN,NaN,NaN,NaN,14426
NaN,NaN,NaN,NaN,14427
NaN,NaN,NaN,NaN,14428
NaN,NaN,NaN,NaN,14429
NaN,NaN,NaN,NaN,14430
NaN,NaN,NaN,NaN,14431
NaN,NaN,NaN,NaN,14432
NaN,NaN,NaN,NaN,14433
NaN,NaN,NaN,NaN,14434
NaN,NaN,NaN,NaN,14435
NaN,NaN,NaN,NaN,14436
NaN,NaN,NaN,NaN,14437
NaN,NaN,NaN,NaN,14438
NaN,NaN,NaN,NaN,14439
NaN,NaN,NaN,NaN,14440
NaN,NaN,NaN,NaN,14441
NaN,NaN,NaN,NaN,14442
NaN,NaN,NaN,NaN,14443
NaN,NaN,NaN,NaN,14444
NaN,NaN,NaN,NaN,14445
NaN,NaN,NaN,NaN,14446
NaN,NaN,NaN,NaN,14447
NaN,NaN,NaN,NaN,14448
NaN,NaN,NaN,NaN,14449
NaN,NaN,NaN,NaN,14450
NaN,NaN,NaN,NaN,14451
NaN,NaN,NaN,NaN,14452
NaN,NaN,NaN,NaN,14453
NaN,NaN,NaN,NaN,14454
NaN,NaN,NaN,NaN,14455
NaN,NaN,NaN,NaN,14456
NaN,NaN,NaN,NaN,14457
NaN,NaN,NaN,NaN,14458
NaN,NaN,NaN,NaN,14459
NaN,NaN,NaN,NaN,14460
NaN,NaN,NaN,NaN,14461
NaN,NaN,NaN,NaN,14462
NaN,NaN,NaN,NaN,14463
NaN,NaN,NaN,NaN,14464
NaN,NaN,NaN,NaN,14465
NaN,NaN,NaN,NaN,14466
NaN,NaN,NaN,NaN,14467
NaN,NaN,NaN,NaN,14468
NaN,NaN,NaN,NaN,14469
NaN,NaN,NaN,NaN,14470
NaN,NaN,NaN,NaN,14471
NaN,NaN,NaN,NaN,14472
NaN,NaN,NaN,NaN,14473
NaN,NaN,NaN,NaN,14474
NaN,NaN,NaN,NaN,14475
NaN,NaN,NaN,NaN,14476
NaN,NaN,NaN,NaN,14477
NaN,NaN,NaN,NaN,14478
NaN,NaN,NaN,NaN,14479
NaN,NaN,NaN,NaN,14480
NaN,NaN,NaN,NaN,14481
NaN,NaN,NaN,NaN,14482
NaN,NaN,NaN,NaN,14483
NaN,NaN,NaN,NaN,14484
NaN,NaN,NaN,NaN,14485
NaN,NaN,NaN,NaN,14486
NaN,NaN,NaN,NaN,14487
NaN,NaN,NaN,NaN,14488
NaN,NaN,NaN,NaN,14489
NaN,NaN,NaN,NaN,14490
NaN,NaN,NaN,NaN,14491
NaN,NaN,NaN,NaN,14492
NaN,NaN,NaN,NaN,14493
NaN,NaN,NaN,NaN,14494
NaN,NaN,NaN,NaN,14495
NaN,NaN,NaN,NaN,14496
NaN,NaN,NaN,NaN,14497
NaN,NaN,NaN,NaN,14498
NaN,NaN,NaN,NaN,14499
NaN,NaN,NaN,NaN,14500
NaN,NaN,NaN,NaN,14501
NaN,NaN,NaN,NaN,14502
NaN,NaN,NaN,NaN,14503
NaN,NaN,NaN,NaN,14504
NaN,NaN,NaN,NaN,14505
NaN,NaN,NaN,NaN,14506
NaN,NaN,NaN,NaN,14507
NaN,NaN,NaN,NaN,14508
NaN,NaN,NaN,NaN,14509
NaN,NaN,NaN,NaN,14510
NaN,NaN,NaN,NaN,14511
NaN,NaN,NaN,NaN,14512
NaN,NaN,NaN,NaN,14513
NaN,NaN,NaN,NaN,14514
NaN,NaN,NaN,NaN,14515
NaN,NaN,NaN,NaN,14516
NaN,NaN,NaN,NaN,14517
NaN,NaN,NaN,NaN,14518
NaN,NaN,NaN,NaN,14519
NaN,NaN,NaN,NaN,14520
NaN,NaN,NaN,NaN,14521
NaN,NaN,NaN,NaN,14522
NaN,NaN,NaN,NaN,14523
NaN,NaN,NaN,NaN,14524
NaN,NaN,NaN,NaN,14525
NaN,NaN,NaN,NaN,14526
NaN,NaN,NaN,NaN,14527
NaN,NaN,NaN,NaN,14528
NaN,NaN,NaN,NaN,14529
NaN,NaN,NaN,NaN,14530
NaN,NaN,NaN,NaN,14531
NaN,NaN,NaN,NaN,14532
NaN,NaN,NaN,NaN,14533
NaN,NaN,NaN,NaN,14534
NaN,NaN,NaN,NaN,14535
NaN,NaN,NaN,NaN,14536
NaN,NaN,NaN,NaN,14537
NaN,NaN,NaN,NaN,14538
NaN,NaN,NaN,NaN,14539
NaN,NaN,NaN,NaN,14540
NaN,NaN,NaN,NaN,14541
NaN,NaN,NaN,NaN,14542
NaN,NaN,NaN,NaN,14543
NaN,NaN,NaN,NaN,14544
NaN,NaN,NaN,NaN,14545
NaN,NaN,NaN,NaN,14546
NaN,NaN,NaN,NaN,14547
NaN,NaN,NaN,NaN,14548
NaN,NaN,NaN,NaN,14549
NaN,NaN,NaN,NaN,14550
NaN,NaN,NaN,NaN,14551
NaN,NaN,NaN,NaN,14552
NaN,NaN,NaN,NaN,14553
NaN,NaN,NaN,NaN,14554
NaN,NaN,NaN,NaN,14555
NaN,NaN,NaN,NaN,14556
NaN,NaN,NaN,NaN,14557
NaN,NaN,NaN,NaN,14558
NaN,NaN,NaN,NaN,14559
NaN,NaN,NaN,NaN,14560
NaN,NaN,NaN,NaN,14561
NaN,NaN,NaN,NaN,14562
NaN,NaN,NaN,NaN,14563
NaN,NaN,NaN,NaN,14564
NaN,NaN,NaN,NaN,14565
NaN,NaN,NaN,NaN,14566
NaN,NaN,NaN,NaN,14567
NaN,NaN,NaN,NaN,14568
NaN,NaN,NaN,NaN,14569
NaN,NaN,NaN,NaN,14570
NaN,NaN,NaN,NaN,14571
NaN,NaN,NaN,NaN,14572
NaN,NaN,NaN,NaN,14573
NaN,NaN,NaN,NaN,14574
NaN,NaN,NaN,NaN,14575
NaN,NaN,NaN,NaN,14576
NaN,NaN,NaN,NaN,14577
NaN,NaN,NaN,NaN,14578
NaN,NaN,NaN,NaN,14579
NaN,NaN,NaN,NaN,14580
NaN,NaN,NaN,NaN,14581
NaN,NaN,NaN,NaN,14582
NaN,NaN,NaN,NaN,14583
NaN,NaN,NaN,NaN,14584
NaN,NaN,NaN,NaN,14585
NaN,NaN,NaN,NaN,14586
NaN,NaN,NaN,NaN,14587
NaN,NaN,NaN,NaN,14588
NaN,NaN,NaN,NaN,14589
NaN,NaN,NaN,NaN,14590
NaN,NaN,NaN,NaN,14591
NaN,NaN,NaN,NaN,14592
NaN,NaN,NaN,NaN,14593
NaN,NaN,NaN,NaN,14594
NaN,NaN,NaN,NaN,14595
NaN,NaN,NaN,NaN,14596
NaN,NaN,NaN,NaN,14597
NaN,NaN,NaN,NaN,14598
NaN,NaN,NaN,NaN,14599
NaN,NaN,NaN,NaN,14600
NaN,NaN,NaN,NaN,14601
NaN,NaN,NaN,NaN,14602
NaN,NaN,NaN,NaN,14603
NaN,NaN,NaN,NaN,14604
NaN,NaN,NaN,NaN,14605
NaN,NaN,NaN,NaN,14606
NaN,NaN,NaN,NaN,14607
NaN,NaN,NaN,NaN,14608
